amount,client_time,category,device
47,1395190628,Games,iOS
60,1395190775,Sports,iOS
18,1395190968,Sports,android
42,1395190982,Technology,iOS
23,1395191062,Fashion,android
24,1395191397,Games,android
55,1395191434,Environment,iOS
53,1395191512,Fashion,android
57,1395191567,Sports,iOS
38,1395191615,Fashion,iOS
52,1395191755,Technology,iOS
42,1395192121,Environment,iOS
36,1395192179,Sports,iOS
24,1395192355,Games,iOS
57,1395192360,Sports,android
30,1395192469,Fashion,iOS
34,1395192780,Fashion,iOS
50,1395193241,Technology,iOS
39,1395193308,Games,iOS
45,1395193324,Sports,iOS
52,1395193332,Games,android
39,1395193501,Environment,android
34,1395193580,Fashion,android
18,1395193587,Sports,iOS
39,1395193601,Fashion,iOS
51,1395193710,Fashion,android
38,1395193780,Fashion,android
29,1395193829,Games,iOS
32,1395194064,Fashion,iOS
49,1395194766,Sports,iOS
32,1395194813,Games,iOS
26,1395194819,Technology,iOS
54,1395194901,Sports,iOS
43,1395194976,Sports,iOS
31,1395195209,Fashion,iOS
53,1395195249,Environment,iOS
42,1395195259,Sports,iOS
48,1395195328,Sports,iOS
41,1395195361,Fashion,android
23,1395195484,Technology,android
37,1395195632,Sports,iOS
50,1395195709,Sports,android
61,1395195766,Technology,android
25,1395195840,Technology,iOS
43,1395196183,Games,iOS
46,1395196278,Technology,iOS
55,1395196336,Sports,iOS
55,1395196465,Environment,iOS
37,1395196688,Environment,iOS
57,1395196995,Fashion,iOS
27,1395197015,Games,iOS
42,1395197025,Sports,iOS
30,1395197131,Environment,iOS
41,1395197235,Sports,iOS
34,1395197275,Games,iOS
18,1395197455,Technology,android
21,1395197472,Sports,iOS
20,1395197513,Technology,iOS
40,1395197741,Games,android
39,1395197750,Games,iOS
22,1395197756,Games,iOS
38,1395198272,Fashion,iOS
45,1395198350,Environment,android
70,1395198373,Games,android
48,1395198420,Technology,iOS
42,1395198439,Fashion,iOS
36,1395198517,Technology,android
63,1395198591,Fashion,iOS
15,1395198835,Sports,iOS
41,1395198905,Sports,iOS
48,1395199067,Sports,iOS
41,1395199083,Games,android
12,1395199138,Games,iOS
36,1395199296,Technology,iOS
60,1395199311,Sports,android
29,1395199362,Sports,iOS
17,1395199438,Games,iOS
36,1395199773,Technology,android
50,1395199786,Sports,iOS
33,1395199949,Sports,iOS
49,1395200043,Technology,iOS
33,1395200064,Technology,iOS
26,1395200356,Sports,iOS
37,1395200429,Technology,iOS
20,1395200490,Sports,iOS
46,1395200587,Fashion,iOS
50,1395200599,Fashion,android
29,1395200821,Games,android
24,1395200833,Technology,android
37,1395200935,Technology,iOS
32,1395200980,Sports,iOS
32,1395200993,Fashion,iOS
36,1395201043,Games,iOS
25,1395201078,Fashion,android
29,1395201301,Sports,android
40,1395201309,Games,android
46,1395201429,Technology,android
12,1395201697,Technology,iOS
66,1395201758,Sports,iOS
28,1395201763,Sports,android
37,1395201780,Sports,android
40,1395201817,Fashion,iOS
49,1395202611,Fashion,iOS
39,1395202766,Environment,android
40,1395202785,Sports,iOS
49,1395202902,Technology,iOS
62,1395203008,Sports,iOS
30,1395203093,Environment,android
25,1395203204,Environment,android
50,1395203230,Technology,android
43,1395203409,Technology,iOS
43,1395203426,Sports,iOS
52,1395203828,Technology,iOS
44,1395204077,Sports,iOS
45,1395204207,Environment,iOS
37,1395204299,Sports,android
1,1395204450,Environment,iOS
29,1395204874,Games,iOS
22,1395204959,Environment,android
22,1395205255,Fashion,android
31,1395205338,Environment,android
59,1395205457,Games,iOS
47,1395205720,Sports,iOS
33,1395205775,Games,iOS
26,1395206474,Environment,iOS
41,1395206596,Games,iOS
32,1395206643,Technology,android
21,1395206715,Games,iOS
53,1395206771,Environment,android
45,1395206838,Environment,iOS
39,1395206904,Fashion,iOS
54,1395206930,Fashion,iOS
36,1395206951,Sports,iOS
28,1395207558,Sports,iOS
51,1395207636,Fashion,android
16,1395207784,Environment,iOS
55,1395207803,Sports,android
63,1395208002,Environment,android
34,1395208508,Technology,android
72,1395208609,Games,iOS
36,1395208877,Sports,iOS
21,1395209262,Technology,android
45,1395209559,Sports,iOS
47,1395209618,Fashion,android
53,1395209654,Games,iOS
33,1395209909,Environment,iOS
43,1395209973,Games,iOS
25,1395210120,Games,iOS
28,1395210163,Environment,iOS
37,1395210238,Sports,android
32,1395210300,Environment,iOS
48,1395210490,Environment,android
28,1395210694,Games,iOS
54,1395210817,Environment,iOS
37,1395210851,Sports,iOS
46,1395211082,Technology,iOS
73,1395211514,Games,android
28,1395211652,Sports,iOS
37,1395211773,Games,iOS
17,1395211808,Technology,iOS
54,1395211841,Environment,android
28,1395211855,Technology,iOS
42,1395211900,Technology,android
33,1395211911,Sports,android
33,1395212116,Sports,iOS
31,1395212123,Technology,iOS
38,1395212207,Environment,iOS
46,1395212395,Games,iOS
15,1395212599,Sports,android
46,1395212680,Environment,iOS
38,1395212823,Sports,iOS
42,1395212892,Sports,iOS
40,1395213209,Games,iOS
27,1395213318,Games,iOS
49,1395213488,Sports,iOS
50,1395213521,Technology,iOS
61,1395213916,Sports,android
52,1395213973,Fashion,iOS
56,1395214153,Environment,android
17,1395214467,Sports,iOS
64,1395214504,Technology,iOS
23,1395214530,Games,iOS
35,1395214663,Sports,iOS
19,1395214670,Games,iOS
31,1395214732,Fashion,iOS
49,1395214863,Games,iOS
49,1395215011,Environment,iOS
37,1395215035,Sports,iOS
59,1395215313,Environment,iOS
47,1395215403,Games,iOS
42,1395215667,Sports,iOS
55,1395215919,Fashion,iOS
60,1395216046,Environment,iOS
46,1395216286,Technology,android
58,1395216334,Games,iOS
43,1395216337,Fashion,iOS
45,1395216379,Games,android
43,1395216550,Environment,iOS
59,1395216676,Environment,android
67,1395216874,Sports,android
34,1395216886,Fashion,iOS
50,1395217491,Technology,iOS
44,1395217842,Games,iOS
34,1395218032,Fashion,android
29,1395218086,Sports,iOS
46,1395218143,Games,iOS
19,1395218312,Technology,iOS
60,1395218488,Sports,android
55,1395218518,Technology,iOS
20,1395218822,Sports,iOS
51,1395219138,Environment,iOS
60,1395219399,Games,iOS
35,1395219734,Fashion,iOS
55,1395220323,Fashion,iOS
19,1395220654,Games,iOS
59,1395220666,Fashion,iOS
40,1395220694,Games,iOS
23,1395220824,Games,android
37,1395220842,Environment,android
21,1395220891,Environment,iOS
72,1395221210,Technology,iOS
61,1395221284,Technology,iOS
38,1395221402,Technology,iOS
27,1395221558,Technology,android
42,1395221582,Sports,iOS
43,1395221976,Environment,iOS
41,1395222000,Technology,iOS
67,1395222023,Sports,iOS
53,1395222154,Environment,iOS
25,1395222293,Technology,iOS
50,1395222399,Sports,iOS
33,1395222584,Sports,iOS
64,1395222635,Environment,iOS
26,1395222672,Technology,iOS
35,1395223221,Technology,iOS
38,1395223300,Environment,iOS
26,1395223303,Fashion,iOS
39,1395223562,Sports,iOS
55,1395223699,Fashion,iOS
54,1395223748,Sports,android
66,1395223787,Technology,android
22,1395223796,Environment,iOS
37,1395223841,Technology,iOS
41,1395223954,Fashion,iOS
38,1395224027,Technology,iOS
43,1395224664,Sports,iOS
25,1395224821,Games,android
63,1395225116,Sports,android
25,1395225215,Sports,android
25,1395225265,Fashion,android
20,1395225542,Fashion,android
32,1395225576,Fashion,iOS
14,1395225790,Environment,iOS
47,1395226096,Fashion,iOS
57,1395226235,Games,android
43,1395226271,Technology,iOS
44,1395226323,Sports,android
39,1395226412,Sports,android
25,1395226482,Technology,iOS
30,1395226501,Sports,iOS
29,1395226591,Environment,android
34,1395226615,Sports,iOS
61,1395226876,Fashion,iOS
53,1395227136,Games,iOS
49,1395227176,Sports,iOS
49,1395227241,Technology,android
27,1395227295,Games,iOS
20,1395227402,Fashion,android
48,1395227451,Fashion,iOS
35,1395227504,Technology,iOS
39,1395228081,Fashion,iOS
44,1395228153,Games,iOS
44,1395228234,Technology,iOS
55,1395228309,Sports,android
13,1395228911,Environment,iOS
15,1395229166,Games,iOS
49,1395229225,Environment,iOS
39,1395229297,Fashion,iOS
68,1395229427,Technology,iOS
55,1395229427,Fashion,android
77,1395229565,Sports,iOS
64,1395229692,Sports,iOS
47,1395229835,Games,iOS
55,1395229857,Environment,iOS
50,1395229875,Games,android
55,1395229929,Games,android
45,1395229964,Environment,android
38,1395229995,Games,android
51,1395230245,Environment,android
24,1395230358,Technology,iOS
40,1395230377,Fashion,iOS
36,1395230530,Fashion,android
24,1395230735,Technology,android
37,1395230901,Fashion,android
33,1395231122,Games,iOS
29,1395231277,Sports,iOS
52,1395231354,Sports,android
34,1395231565,Environment,iOS
33,1395231577,Technology,android
28,1395231632,Sports,iOS
41,1395231898,Fashion,iOS
35,1395232082,Games,iOS
57,1395232350,Fashion,iOS
37,1395232571,Environment,iOS
40,1395232661,Technology,android
57,1395232794,Sports,android
55,1395232827,Sports,iOS
43,1395233191,Fashion,iOS
21,1395233245,Environment,android
47,1395233273,Games,iOS
38,1395233362,Sports,iOS
22,1395233603,Sports,iOS
39,1395233643,Games,iOS
54,1395233820,Fashion,iOS
16,1395233936,Games,iOS
63,1395233953,Games,android
38,1395234073,Games,iOS
43,1395234207,Technology,android
10,1395234225,Games,android
17,1395234284,Fashion,android
49,1395234504,Technology,android
17,1395234613,Fashion,android
59,1395234874,Technology,android
43,1395234907,Fashion,iOS
45,1395235071,Games,iOS
1,1395235248,Fashion,iOS
26,1395235338,Sports,android
18,1395235588,Fashion,iOS
26,1395235645,Technology,android
30,1395235814,Sports,iOS
23,1395235846,Sports,iOS
48,1395236194,Sports,iOS
26,1395236216,Fashion,android
44,1395236305,Games,iOS
28,1395236392,Fashion,iOS
47,1395236593,Environment,android
1,1395236699,Technology,iOS
38,1395236727,Sports,iOS
56,1395236758,Environment,android
62,1395236842,Environment,android
39,1395236861,Games,iOS
53,1395236939,Technology,iOS
36,1395237035,Sports,iOS
20,1395237154,Sports,iOS
47,1395237551,Games,iOS
21,1395237933,Technology,iOS
47,1395238038,Games,android
61,1395238205,Environment,iOS
30,1395238412,Technology,iOS
11,1395238490,Technology,iOS
56,1395239379,Sports,android
56,1395239383,Games,iOS
46,1395239426,Sports,iOS
55,1395239470,Sports,iOS
21,1395239642,Games,android
53,1395239660,Sports,iOS
41,1395239716,Fashion,iOS
25,1395239785,Sports,iOS
43,1395239926,Fashion,iOS
28,1395240321,Sports,iOS
35,1395240514,Technology,android
23,1395240538,Games,iOS
36,1395240554,Technology,iOS
40,1395240698,Technology,iOS
30,1395240895,Technology,iOS
26,1395240986,Sports,android
25,1395241167,Games,android
60,1395241233,Games,iOS
44,1395241888,Sports,iOS
4,1395242079,Fashion,iOS
74,1395242297,Environment,iOS
29,1395242350,Fashion,android
16,1395242414,Environment,iOS
35,1395242458,Games,android
43,1395242498,Sports,iOS
14,1395242612,Environment,iOS
54,1395242786,Fashion,iOS
53,1395242909,Games,android
39,1395242925,Environment,android
27,1395243286,Sports,android
46,1395243827,Environment,iOS
29,1395243986,Games,android
38,1395244070,Sports,iOS
40,1395244327,Sports,android
41,1395244356,Sports,iOS
64,1395244656,Fashion,iOS
49,1395244684,Sports,iOS
57,1395244719,Games,android
52,1395244821,Games,android
65,1395244893,Environment,iOS
59,1395245011,Fashion,android
25,1395245069,Sports,iOS
30,1395245101,Sports,iOS
30,1395245139,Sports,android
38,1395245268,Technology,iOS
50,1395245320,Fashion,iOS
44,1395245584,Fashion,iOS
29,1395245845,Games,iOS
28,1395245898,Games,iOS
36,1395245952,Sports,iOS
79,1395246107,Environment,iOS
46,1395246465,Games,android
59,1395246541,Environment,iOS
18,1395246629,Sports,iOS
23,1395246991,Sports,android
18,1395247066,Fashion,iOS
60,1395247079,Sports,iOS
25,1395247366,Environment,iOS
22,1395247370,Fashion,iOS
43,1395247414,Environment,android
50,1395247547,Sports,iOS
22,1395247798,Environment,iOS
39,1395248231,Technology,android
37,1395248267,Technology,iOS
28,1395248448,Environment,iOS
20,1395248620,Environment,iOS
24,1395248629,Fashion,android
8,1395248854,Technology,iOS
32,1395248870,Technology,iOS
65,1395248872,Environment,iOS
40,1395248941,Fashion,iOS
38,1395248951,Environment,android
27,1395249014,Games,android
31,1395249062,Sports,iOS
32,1395249139,Fashion,iOS
56,1395249189,Sports,android
14,1395249260,Environment,android
50,1395249316,Games,iOS
28,1395249400,Games,iOS
36,1395249433,Fashion,iOS
35,1395249633,Fashion,iOS
43,1395249948,Fashion,iOS
45,1395249948,Environment,iOS
23,1395249972,Technology,iOS
42,1395250160,Sports,android
32,1395250478,Games,iOS
62,1395250607,Sports,iOS
27,1395250889,Games,android
63,1395250898,Sports,android
57,1395251082,Sports,iOS
47,1395251146,Games,android
38,1395251436,Games,iOS
49,1395251614,Technology,iOS
17,1395251735,Technology,android
50,1395251781,Technology,iOS
38,1395251815,Technology,iOS
44,1395251907,Technology,iOS
42,1395251966,Games,iOS
36,1395252224,Environment,iOS
50,1395252275,Sports,android
60,1395252370,Environment,iOS
73,1395252463,Environment,android
34,1395252526,Fashion,iOS
13,1395252839,Technology,android
63,1395253145,Games,android
38,1395253267,Fashion,iOS
74,1395253450,Sports,android
60,1395253499,Sports,iOS
40,1395253572,Games,android
19,1395253586,Environment,iOS
34,1395253665,Fashion,android
56,1395253950,Technology,iOS
34,1395254025,Games,android
52,1395254146,Sports,iOS
31,1395254223,Fashion,iOS
49,1395254342,Fashion,android
42,1395254364,Fashion,iOS
29,1395254534,Sports,android
53,1395254590,Environment,android
55,1395254803,Environment,iOS
31,1395255568,Technology,iOS
37,1395255625,Fashion,iOS
50,1395255747,Sports,iOS
45,1395255802,Sports,android
64,1395255818,Environment,iOS
33,1395256225,Games,android
54,1395256544,Games,android
48,1395256569,Games,iOS
50,1395256654,Fashion,android
42,1395256782,Environment,iOS
67,1395256822,Technology,iOS
48,1395257109,Sports,iOS
37,1395257232,Games,iOS
56,1395257339,Environment,android
45,1395257589,Environment,iOS
53,1395257873,Fashion,iOS
18,1395257905,Sports,android
35,1395257927,Games,iOS
64,1395257945,Technology,iOS
50,1395258403,Sports,iOS
40,1395258502,Fashion,iOS
47,1395258505,Games,android
44,1395258508,Fashion,android
38,1395258544,Fashion,android
35,1395258729,Games,iOS
70,1395258825,Technology,android
18,1395258886,Technology,android
43,1395259258,Sports,iOS
19,1395259279,Fashion,iOS
44,1395259481,Sports,iOS
21,1395260027,Sports,android
15,1395260099,Environment,iOS
25,1395260121,Technology,iOS
22,1395260469,Technology,iOS
25,1395260666,Fashion,iOS
20,1395260739,Fashion,android
45,1395261035,Technology,android
47,1395261097,Fashion,android
51,1395261164,Games,android
5,1395261301,Environment,iOS
29,1395261304,Fashion,iOS
24,1395262044,Games,android
13,1395262143,Environment,android
60,1395262289,Technology,iOS
22,1395262436,Games,iOS
28,1395262884,Games,iOS
75,1395262891,Fashion,android
29,1395263206,Sports,android
43,1395263457,Fashion,iOS
25,1395263597,Environment,android
30,1395263714,Games,iOS
28,1395263859,Environment,iOS
16,1395263892,Fashion,iOS
33,1395264108,Fashion,iOS
24,1395264190,Fashion,iOS
39,1395264214,Environment,iOS
22,1395264232,Games,iOS
30,1395264243,Fashion,iOS
39,1395264302,Sports,android
53,1395264394,Sports,iOS
24,1395264443,Environment,android
4,1395264909,Environment,iOS
52,1395265453,Environment,android
36,1395265624,Fashion,iOS
27,1395265899,Sports,iOS
35,1395265948,Fashion,android
9,1395266009,Fashion,android
50,1395266655,Fashion,iOS
32,1395266662,Sports,android
57,1395266705,Technology,android
20,1395266802,Fashion,iOS
27,1395266806,Sports,iOS
25,1395266810,Sports,iOS
53,1395266964,Sports,iOS
59,1395267050,Technology,iOS
32,1395267126,Environment,android
56,1395267237,Sports,iOS
60,1395267330,Environment,iOS
37,1395267433,Technology,iOS
28,1395267610,Technology,iOS
24,1395267634,Games,android
30,1395267673,Technology,iOS
40,1395267758,Games,android
66,1395267820,Sports,iOS
45,1395268110,Games,android
41,1395268439,Fashion,android
39,1395268537,Sports,iOS
49,1395268602,Environment,iOS
43,1395268662,Environment,iOS
74,1395268828,Fashion,android
72,1395268831,Games,iOS
31,1395268971,Fashion,iOS
39,1395269016,Fashion,iOS
1,1395269042,Games,android
8,1395269153,Sports,iOS
40,1395269331,Games,iOS
57,1395269751,Environment,iOS
27,1395269791,Environment,iOS
58,1395269793,Environment,iOS
37,1395269917,Games,iOS
47,1395270212,Fashion,iOS
29,1395270252,Environment,iOS
20,1395270325,Fashion,iOS
70,1395270349,Sports,iOS
38,1395270437,Environment,iOS
41,1395270505,Technology,iOS
20,1395270687,Games,iOS
28,1395270861,Games,iOS
46,1395270869,Sports,iOS
23,1395270906,Games,android
77,1395270908,Environment,iOS
32,1395270975,Sports,iOS
45,1395271041,Environment,iOS
42,1395271078,Environment,iOS
56,1395271224,Sports,android
17,1395271513,Sports,android
51,1395271785,Environment,android
42,1395271836,Technology,android
60,1395271883,Environment,android
52,1395271953,Games,iOS
37,1395272098,Fashion,android
28,1395272180,Sports,android
40,1395272255,Sports,android
58,1395272275,Sports,iOS
43,1395272388,Games,android
37,1395272427,Technology,iOS
62,1395272468,Games,android
2,1395272567,Sports,iOS
56,1395272614,Sports,android
62,1395272619,Games,android
16,1395272791,Technology,iOS
27,1395273332,Fashion,iOS
37,1395273669,Games,iOS
62,1395273735,Games,iOS
40,1395274009,Games,android
39,1395274052,Fashion,iOS
54,1395274246,Environment,android
65,1395274596,Fashion,iOS
16,1395274688,Games,iOS
61,1395275061,Environment,iOS
30,1395275136,Games,android
31,1395275371,Environment,iOS
34,1395275394,Fashion,android
21,1395275514,Games,android
50,1395275577,Games,android
35,1395275578,Games,iOS
26,1395275639,Fashion,android
33,1395275831,Games,android
28,1395275950,Fashion,iOS
41,1395276586,Fashion,iOS
24,1395276650,Technology,iOS
51,1395276708,Sports,iOS
46,1395276744,Fashion,iOS
16,1395276940,Sports,iOS
52,1395276978,Fashion,android
46,1395277037,Sports,android
46,1395277479,Games,android
36,1395277520,Fashion,iOS
53,1395277553,Games,iOS
32,1395277750,Games,iOS
60,1395277818,Games,iOS
42,1395277820,Environment,iOS
33,1395278491,Fashion,iOS
41,1395278519,Environment,iOS
61,1395278553,Technology,iOS
48,1395278819,Games,iOS
34,1395279007,Sports,iOS
44,1395279128,Games,iOS
42,1395279231,Games,iOS
41,1395279243,Technology,iOS
48,1395279308,Games,android
32,1395279396,Environment,iOS
26,1395279831,Sports,iOS
47,1395279863,Technology,android
40,1395280011,Environment,android
50,1395280425,Technology,android
29,1395280493,Games,iOS
50,1395280528,Technology,iOS
34,1395280629,Environment,android
21,1395280771,Technology,iOS
22,1395280808,Sports,iOS
32,1395280834,Technology,android
37,1395280982,Environment,iOS
27,1395281115,Fashion,android
31,1395281257,Games,android
20,1395281476,Games,android
52,1395281581,Games,iOS
46,1395281708,Sports,iOS
47,1395281903,Sports,android
40,1395282596,Environment,android
53,1395282664,Technology,iOS
39,1395282788,Fashion,iOS
40,1395282900,Environment,android
43,1395283127,Fashion,iOS
57,1395283150,Technology,android
25,1395283195,Sports,iOS
53,1395283219,Technology,iOS
23,1395283353,Fashion,iOS
32,1395283406,Environment,android
58,1395283742,Environment,iOS
36,1395283845,Sports,iOS
20,1395284059,Fashion,iOS
52,1395284136,Technology,iOS
24,1395284262,Technology,iOS
38,1395284379,Fashion,android
38,1395284707,Games,iOS
50,1395284889,Environment,android
25,1395285094,Games,iOS
53,1395285387,Games,iOS
60,1395285531,Games,iOS
31,1395285564,Sports,android
35,1395285582,Fashion,iOS
40,1395285720,Sports,iOS
46,1395285726,Games,android
28,1395285867,Environment,android
39,1395286045,Sports,android
8,1395286059,Sports,android
53,1395286237,Games,iOS
46,1395286342,Fashion,iOS
61,1395286648,Fashion,android
68,1395286711,Sports,android
28,1395286923,Environment,iOS
61,1395286951,Games,iOS
50,1395286980,Sports,iOS
21,1395287076,Fashion,iOS
9,1395287614,Fashion,iOS
37,1395287632,Games,iOS
34,1395287633,Sports,iOS
24,1395287786,Sports,iOS
3,1395287800,Technology,iOS
39,1395287994,Technology,iOS
24,1395288113,Games,iOS
36,1395288199,Sports,iOS
38,1395288222,Sports,android
38,1395288226,Environment,android
34,1395288269,Games,android
41,1395288355,Environment,iOS
33,1395288564,Fashion,android
31,1395288642,Games,iOS
33,1395288673,Environment,iOS
42,1395288713,Sports,iOS
42,1395288730,Sports,android
27,1395288803,Environment,iOS
65,1395288855,Technology,iOS
30,1395288878,Games,iOS
78,1395288915,Games,iOS
65,1395289077,Fashion,android
46,1395289216,Environment,iOS
52,1395289366,Fashion,android
50,1395289460,Sports,iOS
31,1395289585,Sports,android
4,1395289595,Sports,iOS
33,1395289706,Environment,iOS
56,1395289730,Sports,iOS
43,1395289941,Sports,iOS
49,1395289971,Games,iOS
39,1395290022,Fashion,android
7,1395290586,Environment,iOS
28,1395290633,Sports,android
25,1395290639,Fashion,iOS
31,1395291146,Environment,android
48,1395291582,Sports,iOS
43,1395291631,Games,iOS
49,1395291916,Sports,android
33,1395291978,Sports,iOS
32,1395292176,Fashion,iOS
47,1395292197,Environment,iOS
34,1395292441,Technology,android
52,1395292456,Environment,iOS
29,1395292475,Sports,iOS
45,1395292492,Sports,android
54,1395292548,Games,android
25,1395292733,Technology,iOS
43,1395292753,Games,android
23,1395292817,Technology,iOS
64,1395292888,Sports,android
27,1395292943,Games,android
42,1395293179,Fashion,iOS
43,1395293346,Fashion,iOS
28,1395293378,Environment,iOS
49,1395293508,Technology,iOS
40,1395293876,Games,iOS
24,1395294097,Technology,iOS
56,1395294186,Technology,iOS
22,1395294240,Games,iOS
60,1395294380,Fashion,iOS
60,1395294421,Fashion,iOS
31,1395294456,Games,iOS
37,1395294490,Technology,iOS
31,1395294683,Fashion,iOS
28,1395295013,Games,iOS
47,1395295120,Games,android
41,1395295127,Fashion,iOS
37,1395295209,Fashion,iOS
64,1395295240,Technology,iOS
30,1395295262,Games,iOS
39,1395295282,Sports,android
4,1395295288,Environment,android
30,1395295500,Games,iOS
74,1395295622,Fashion,android
52,1395295637,Fashion,android
48,1395296218,Technology,iOS
41,1395296492,Games,iOS
60,1395296508,Games,iOS
42,1395296524,Games,iOS
34,1395296690,Fashion,android
17,1395296938,Sports,android
58,1395297060,Fashion,iOS
35,1395297174,Games,iOS
36,1395297358,Environment,iOS
34,1395297522,Environment,iOS
52,1395297548,Environment,android
44,1395297694,Sports,iOS
39,1395298141,Fashion,android
33,1395298162,Games,iOS
30,1395298416,Games,android
21,1395298536,Technology,iOS
34,1395298682,Environment,iOS
22,1395298732,Games,iOS
25,1395298755,Environment,android
26,1395298772,Environment,iOS
33,1395298928,Fashion,iOS
33,1395299087,Environment,android
34,1395299233,Fashion,iOS
51,1395299347,Games,iOS
47,1395299356,Environment,iOS
34,1395299554,Environment,iOS
65,1395299664,Sports,iOS
32,1395299688,Games,iOS
31,1395299725,Fashion,android
36,1395299728,Sports,android
44,1395299978,Sports,iOS
67,1395299995,Environment,android
27,1395300480,Environment,iOS
61,1395300631,Sports,iOS
19,1395300814,Fashion,iOS
40,1395300878,Fashion,iOS
32,1395301050,Technology,android
31,1395301151,Games,android
52,1395301284,Fashion,iOS
36,1395301295,Fashion,android
33,1395301578,Technology,iOS
49,1395301757,Environment,iOS
48,1395301802,Games,iOS
39,1395301827,Sports,iOS
43,1395301882,Technology,iOS
4,1395301989,Environment,iOS
18,1395302090,Sports,iOS
36,1395302128,Technology,iOS
32,1395302146,Fashion,android
15,1395302179,Technology,iOS
24,1395302253,Environment,iOS
17,1395302304,Games,iOS
52,1395302558,Fashion,android
54,1395302984,Environment,iOS
33,1395303005,Fashion,android
64,1395303091,Games,iOS
66,1395303180,Technology,android
32,1395303208,Technology,iOS
41,1395303570,Sports,android
24,1395303779,Games,iOS
59,1395303806,Environment,android
52,1395304106,Environment,iOS
51,1395304313,Technology,iOS
39,1395304327,Fashion,android
64,1395304377,Environment,iOS
46,1395304421,Sports,android
18,1395304502,Games,iOS
41,1395304651,Technology,android
41,1395304726,Sports,iOS
40,1395304837,Fashion,android
50,1395304848,Fashion,iOS
39,1395304884,Technology,iOS
10,1395305177,Games,android
68,1395305380,Sports,iOS
47,1395305380,Fashion,iOS
3,1395305477,Technology,iOS
33,1395305540,Technology,iOS
32,1395305601,Games,iOS
45,1395305844,Games,android
46,1395305869,Fashion,android
19,1395305887,Games,iOS
67,1395305941,Sports,iOS
34,1395306032,Sports,iOS
41,1395306225,Sports,iOS
21,1395306278,Environment,android
52,1395306364,Fashion,iOS
19,1395306367,Games,android
50,1395306385,Fashion,android
20,1395306436,Technology,android
55,1395306693,Games,iOS
34,1395307029,Fashion,android
22,1395307212,Fashion,iOS
8,1395307278,Fashion,android
42,1395307335,Games,iOS
20,1395307386,Games,android
38,1395307426,Games,iOS
36,1395307453,Environment,android
21,1395307502,Sports,android
39,1395307675,Technology,android
57,1395307782,Environment,iOS
41,1395308756,Sports,android
53,1395308913,Fashion,iOS
33,1395308924,Fashion,iOS
41,1395308926,Fashion,iOS
48,1395309033,Games,iOS
22,1395309091,Environment,iOS
42,1395309216,Fashion,iOS
42,1395309231,Technology,iOS
34,1395309380,Environment,iOS
41,1395309475,Environment,iOS
31,1395309546,Games,android
33,1395309571,Sports,iOS
20,1395309965,Environment,iOS
35,1395309969,Environment,android
42,1395309992,Games,android
32,1395310075,Technology,android
42,1395310670,Technology,iOS
28,1395310699,Fashion,iOS
34,1395310710,Technology,iOS
35,1395311277,Environment,iOS
27,1395311280,Fashion,android
49,1395311424,Fashion,iOS
50,1395311479,Games,iOS
24,1395311563,Sports,android
46,1395311587,Fashion,iOS
42,1395311730,Environment,iOS
61,1395311790,Technology,android
78,1395312057,Environment,iOS
67,1395312152,Games,iOS
33,1395312216,Environment,iOS
76,1395312391,Technology,android
48,1395312470,Sports,android
72,1395312483,Fashion,iOS
45,1395312511,Fashion,android
44,1395312656,Environment,android
39,1395312843,Fashion,iOS
33,1395312894,Sports,iOS
37,1395312913,Sports,iOS
31,1395312931,Environment,android
31,1395313198,Fashion,iOS
47,1395313621,Games,android
32,1395313675,Fashion,iOS
47,1395313707,Fashion,android
28,1395313868,Fashion,iOS
57,1395313888,Fashion,iOS
26,1395314049,Technology,iOS
37,1395314151,Technology,iOS
45,1395314185,Fashion,iOS
12,1395314303,Environment,iOS
26,1395314371,Environment,iOS
19,1395314418,Technology,android
37,1395314468,Games,android
16,1395314469,Games,iOS
19,1395314928,Environment,iOS
45,1395314939,Fashion,iOS
64,1395314979,Technology,android
40,1395314984,Technology,iOS
56,1395315086,Technology,iOS
30,1395315140,Fashion,iOS
34,1395315158,Environment,iOS
42,1395315377,Environment,iOS
35,1395315444,Fashion,iOS
32,1395315709,Sports,android
57,1395315721,Environment,android
5,1395315858,Games,iOS
26,1395315895,Fashion,iOS
38,1395315997,Fashion,iOS
46,1395316072,Technology,iOS
71,1395316132,Environment,iOS
40,1395316189,Fashion,android
23,1395316363,Environment,iOS
47,1395316931,Games,iOS
55,1395316960,Fashion,android
62,1395317060,Fashion,iOS
36,1395317312,Fashion,iOS
65,1395317463,Games,iOS
40,1395317609,Fashion,android
58,1395317778,Technology,android
55,1395318200,Fashion,android
14,1395318248,Technology,iOS
29,1395318365,Fashion,android
30,1395319070,Games,android
59,1395319168,Environment,iOS
48,1395319197,Sports,iOS
38,1395319340,Environment,android
52,1395319520,Fashion,android
45,1395319562,Sports,android
44,1395319674,Environment,iOS
40,1395319726,Sports,android
11,1395319730,Games,iOS
27,1395319939,Technology,iOS
43,1395319976,Technology,iOS
22,1395320058,Sports,android
48,1395320106,Games,iOS
6,1395320113,Environment,android
15,1395320339,Games,iOS
49,1395320432,Environment,iOS
48,1395320508,Games,android
20,1395320540,Environment,iOS
40,1395320646,Technology,android
68,1395321120,Fashion,iOS
35,1395321129,Games,android
43,1395321419,Sports,iOS
41,1395321671,Technology,android
44,1395322280,Environment,iOS
